type_var,YEAR,typeTotal
Denmark,1950,0
Denmark,1951,0
Denmark,1952,0
Denmark,1953,0
Denmark,1954,0
Denmark,1955,0
Denmark,1956,0
Denmark,1957,0
Denmark,1958,0
Denmark,1959,0
Denmark,1960,0
Denmark,1961,0
Denmark,1962,0
Denmark,1963,0
Denmark,1964,0
Denmark,1965,0
Denmark,1966,0
Denmark,1967,0
Denmark,1968,0.189
Denmark,1969,0.398
Denmark,1970,0.469
Denmark,1971,0.148
Denmark,1972,0.176
Denmark,1973,0.233
Denmark,1974,0.148
Denmark,1975,0.245
Denmark,1976,0.264
Denmark,1977,0.193
Denmark,1978,0.121
Denmark,1979,0.094
Denmark,1980,0.239
Denmark,1981,1.484
Denmark,1982,20.323
Denmark,1983,9.534
Denmark,1984,10.158
Denmark,1985,2.865
Denmark,1986,0.352
Denmark,1987,0.622
Denmark,1988,0.367
Denmark,1989,2.892
Denmark,1990,3.953
Denmark,1991,1.352
Denmark,1992,0.341
Denmark,1993,0.124
Denmark,1994,2.027
Denmark,1995,31.07
Denmark,1996,61.492
Denmark,1997,45.498
Denmark,1998,36.582
Denmark,1999,36.946
Denmark,2000,43.362
Denmark,2001,30.14
Denmark,2002,39.505
Denmark,2003,52.085
Denmark,2004,46.574
Denmark,2005,28.757
Denmark,2006,18.841
Denmark,2007,23.12013
Denmark,2008,31.223
Denmark,2009,32.3657
Denmark,2010,31.64971
Denmark,2011,35.72356
Denmark,2012,21.84455
Denmark,2013,17.60721
Denmark,2014,24.84048
Denmark,2015,14.02868
Denmark,2016,11.0686
Denmark,2017,19.123
Faroe Islands,1950,0
Faroe Islands,1951,0
Faroe Islands,1952,17.392
Faroe Islands,1953,34.533
Faroe Islands,1954,37.045
Faroe Islands,1955,35.88
Faroe Islands,1956,22.966
Faroe Islands,1957,16.246
Faroe Islands,1958,15.771
Faroe Islands,1959,13.005
Faroe Islands,1960,9.417
Faroe Islands,1961,16.865
Faroe Islands,1962,9.82
Faroe Islands,1963,12.855
Faroe Islands,1964,18.289
Faroe Islands,1965,31.508
Faroe Islands,1966,44.08
Faroe Islands,1967,17.666
Faroe Islands,1968,16.058
Faroe Islands,1969,29.396
Faroe Islands,1970,28.059
Faroe Islands,1971,6.176
Faroe Islands,1972,1.648
Faroe Islands,1973,1.96
Faroe Islands,1974,2.437
Faroe Islands,1975,9.606
Faroe Islands,1976,7.242
Faroe Islands,1977,8.061
Faroe Islands,1978,14.53
Faroe Islands,1979,10.476
Faroe Islands,1980,10.644
Faroe Islands,1981,30.205
Faroe Islands,1982,26.863
Faroe Islands,1983,55.381
Faroe Islands,1984,56.432
Faroe Islands,1985,36.04
Faroe Islands,1986,14.629
Faroe Islands,1987,15.14
Faroe Islands,1988,20.827
Faroe Islands,1989,10.912
Faroe Islands,1990,16.104
Faroe Islands,1991,12.115
Faroe Islands,1992,25.488
Faroe Islands,1993,16.857
Faroe Islands,1994,8.674
Faroe Islands,1995,4.984
Faroe Islands,1996,30.729
Faroe Islands,1997,53.893
Faroe Islands,1998,81.188
Faroe Islands,1999,59.516
Faroe Islands,2000,0
Faroe Islands,2001,84.891
Faroe Islands,2002,103.042
Faroe Islands,2003,168.884
Faroe Islands,2004,157.528
Faroe Islands,2005,128.686
Faroe Islands,2006,130.464
Faroe Islands,2007,87.137
Faroe Islands,2008,98.474
Faroe Islands,2009,97.644
Faroe Islands,2010,145.42
Faroe Islands,2011,143.035
Faroe Islands,2012,101.578
Faroe Islands,2013,148.823
Faroe Islands,2014,133.679
Faroe Islands,2015,136.698557
Faroe Islands,2016,130.540563
Faroe Islands,2017,207.418186
Germany,1950,58.264
Germany,1951,68.364
Germany,1952,69.518
Germany,1953,49.918
Germany,1954,55.785
Germany,1955,83.816
Germany,1956,139.657
Germany,1957,116.652
Germany,1958,72.21
Germany,1959,55.077
Germany,1960,47.162
Germany,1961,49.431
Germany,1962,30.111
Germany,1963,21.432
Germany,1964,15.156
Germany,1965,22.305
Germany,1966,36.072
Germany,1967,26.246
Germany,1968,17.187
Germany,1969,36.453
Germany,1970,112.467
Germany,1971,62.571
Germany,1972,48.962
Germany,1973,72.288
Germany,1974,152.153
Germany,1975,147.483
Germany,1976,120.065
Germany,1977,87.642
Germany,1978,84.072
Germany,1979,79.195
Germany,1980,50.265
Germany,1981,39.867
Germany,1982,22.533
Germany,1983,21.947
Germany,1984,24.709
Germany,1985,19.972
Germany,1986,27.596
Germany,1987,25.139
Germany,1988,12.47
Germany,1989,12.668
Germany,1990,10.848
Germany,1991,5.977
Germany,1992,8.095
Germany,1993,11.538
Germany,1994,13.891
Germany,1995,12.475
Germany,1996,24.271
Germany,1997,18.675
Germany,1998,14.389
Germany,1999,13.626
Germany,2000,12.993
Germany,2001,16.567
Germany,2002,11.848
Germany,2003,12.582
Germany,2004,14.851
Germany,2005,26.666
Germany,2006,21.59435
Germany,2007,16.0165
Germany,2008,20.5255
Germany,2009,30.91194
Germany,2010,28.561
Germany,2011,32.34854
Germany,2012,29.71795
Germany,2013,19.11096
Germany,2014,14.35661
Germany,2015,9.37773
Germany,2016,22.09566
Germany,2017,20.89799
Iceland,1950,5.278
Iceland,1951,2.993
Iceland,1952,2.794
Iceland,1953,0
Iceland,1954,0
Iceland,1955,0
Iceland,1956,0
Iceland,1957,0
Iceland,1958,0
Iceland,1959,0
Iceland,1960,0
Iceland,1961,0
Iceland,1962,0
Iceland,1963,0
Iceland,1964,0
Iceland,1965,170.728
Iceland,1966,296.98
Iceland,1967,355.118
Iceland,1968,68.17
Iceland,1969,0.452
