type_var,year,typeTotal
Bottom otter trawls,2009,4.47479732904154
Bottom otter trawls,2010,1.56968957057409
Bottom otter trawls,2011,27.0481727415081
Bottom otter trawls,2012,392.587539710482
Bottom otter trawls,2013,54.5298842980475
Bottom otter trawls,2014,332.92320644174
Bottom otter trawls,2015,157.58301002382
Bottom otter trawls,2016,167.050067018309
Bottom otter trawls,2017,555.970343726429
Bottom otter trawls,2018,1.19287613190441
Bottom seines,2011,2.11916820197668
Bottom seines,2012,2.77055768886066
Bottom seines,2013,3.98513081619769
Bottom seines,2014,4.61877892207792
Bottom seines,2015,9.12382169017094
Bottom seines,2016,8.37255076111111
Bottom seines,2017,10.663936254346
Pelagic trawls and seines,2009,48.2947109890114
Pelagic trawls and seines,2010,105.209671797267
Pelagic trawls and seines,2011,459.635470956441
Pelagic trawls and seines,2012,986.144356231046
Pelagic trawls and seines,2013,1307.69805115321
Pelagic trawls and seines,2014,1035.59236801923
Pelagic trawls and seines,2015,717.646822297137
Pelagic trawls and seines,2016,547.139112502905
Pelagic trawls and seines,2017,580.6758007243
Pelagic trawls and seines,2018,32.8854483451527
Static gears,2009,0.00028342144638404
Static gears,2010,9.86959649561348e-05
Static gears,2011,8.62036371274085
Static gears,2012,7.29810929006157
Static gears,2013,6.75196022865352
Static gears,2014,6.95077794830225
Static gears,2015,6.16430717010257
Static gears,2016,6.51427715608064
Static gears,2017,5.70488687710962
